Date,ActualQuantity,Channel,Customer Country,Customer Desc,Customer Region,Geo Latitude,Geo Longitude,Location,Location Region,Location Type,Product Desc,Material Type,Product Group,Brand ID,Base UOM,Base UOM Desc.
2018-12-01,956,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,1107,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-11-01,610,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2018-12-01,709,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2018-11-01,1850,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,968,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-11-01,1780,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2018-12-01,1024,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,2100,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-08-01,859,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2018-08-01,805,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-01-01,905,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,1009,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-09-01,979,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2018-12-01,2070,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,2025,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-01-01,1859,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,659,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-01-01,679,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-01-01,828,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,905,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,940,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-09-01,890,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-02-01,1189,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-10-01,890,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-01-01,2225,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,1875,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-02-01,1830,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,601,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-02-01,580,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,688,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-02-01,810,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,905,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-10-01,839,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-03-01,1123,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-11-01,944,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-02-01,2100,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,1950,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-03-01,1890,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,599,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-03-01,640,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,824,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-03-01,959,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,859,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-11-01,824,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-04-01,1078,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,1039,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-03-01,2070,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,1740,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-04-01,1853,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,739,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-04-01,599,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,702,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-04-01,845,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-05-01,978,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2018-12-01,899,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-05-01,1199,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,820,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-04-01,1790,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,2106,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-05-01,1929,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,610,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-05-01,634,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-05-01,899,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-05-01,1029,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-06-01,910,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-01-01,844,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-06-01,1123,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,978,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-05-01,1790,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-05-01,2800,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-06-01,2004,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-05-01,756,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-06-01,601,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-06-01,823,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-06-01,904,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-07-01,889,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-02-01,1079,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-07-01,1210,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,899,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-06-01,1839,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-06-01,2140,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-07-01,2189,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-06-01,702,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-07-01,640,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-07-01,860,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-07-01,1001,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-08-01,809,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-03-01,1001,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-08-01,1123,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,1090,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-07-01,1923,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-07-01,2089,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-08-01,1890,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-07-01,723,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-08-01,586,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-08-01,799,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-08-01,940,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-09-01,987,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-04-01,979,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-09-01,1204,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-08-01,2134,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-08-01,1729,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-09-01,2100,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-09-01,2201,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-09-01,1789,TH,Thailand,Thailand Sales,APAC,15.8700° N,100.9925° E,Thailand Location,APAC,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-05-01,938,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-06-01,1000,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-08-01,678,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-09-01,639,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 70MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-09-01,860,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,ACTIVE LIFE PCH URO SM 16MM (1X5PK),Finished,OSTOMY,ACTIVE LIFE,EA,Each
2019-09-01,1040,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SURFIT NATURA WFR FLEX 45MM (1X10PK),Finished,OSTOMY,NATURA,EA,Each
2019-09-01,702,US,United States,United States Sales,AMERICAS,37.0902° N,95.7129° W,United States Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-05-01,1059,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-06-01,1001,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-07-01,976,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-08-01,968,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-09-01,1088,CA,Canada,Canada Sales,AMERICAS,56.1304° N,106.3468° W,Canada Location,AMERICAS,Plant,SUR-FIT/ACTIVE LIFE TAIL CLSR (1X10PK),Finished,OSTOMY,OTHER ACCESSORIES,EA,Each
2019-07-01,999,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-08-01,1045,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
2019-09-01,1125,FR,France,France Sales,EMEA,46.2276° N,2.2137° E,France Location,EMEA,Plant,ESTEEM SYN+FLX WHT32/35MM PRECUT(1X10),Finished,OSTOMY,ESTEEM SYNERGY,EA,Each
